complaint,department
Huge pit on road no warning board kept very dangerous at night at Ward 1 for past one week.,Roads
"Sir, road has caved in middle of road heavy vehicles getting stuck in Bhavani Nagar. Nobody is responding.",Roads
road cav in happend danger for citisens kindly fix ward 99 since 2 days kindly fix,Roads
"Sir, road is fully damaged and full of big potholes along 6th Cross Avenue. Nobody is responding.",Roads
Auto drivers refusing to come because of pathetic road condition outside District Veterinary Hospital from last 3 days.,Roads
"Outside civil court, entire stretch is totally unmotorable please do tarring work. Kindly resolve.",Roads
"In Ashok Vihar Phase 2 Ward 72, huge pit on road no warning board kept very dangerous at night from last 3 days. Very difficult situation.",Roads
"Due to loose gravel scattered all over the newly laid asphalt right in front of Co-operative Bank, it is two-wheelers skidding frequently on brakes.",Roads
huge pot hole on roadd please repaire urgently ward 57 since 2 days kindly fix,Roads
"Outside railway staff colony, worst road condition not even able to walk properly. Kindly resolve.",Roads
"Sir, plz repair this road immediately bike riders falling daily behind State Transport Depot. Nobody is responding.",Roads
Dangerous speed breaker without white zebra stripes riders getting hurt along GIDC Road since morning.,Roads
"Dangerous speed breaker without white zebra stripes riders getting hurt behind Ration Shop, please take action immediately.",Roads
"Due to huge crater right in the middle of the road at Shivaji Circle, it is posing fatal risk to night motorists.",Roads
"Dear authority, severe corrugation and uneven road surface between Teachers Colony and Nehru Roundabout, buses and autos tilting dangerously. Please send team as soon as possible.",Roads
"No action taken so far, loose gravel scattered all over the newly laid asphalt on Inner Circular Road, two-wheelers skidding frequently on brakes. Please send team as soon as possible.",Roads
"In Mahalakshmi Layout Ward 132, road has caved in middle of road heavy vehicles getting stuck since morning. Very difficult situation.",Roads
"In santosh nagar, plz repair this road immediately bike riders falling daily. Kindly resolve.",Roads
Urgent attention required: there is a broken concrete speed breaker with exposed sharp iron rods between Mahalakshmi Layout and Highway Junction. This is puncturing tires and injuring cyclists. Kindly take remedial action.,Roads
"Substandard patch work washed away leaving larger holes near pedestrian subway, road condition worse than before repair.",Roads
"In Ashok Vihar Phase 2 Ward 19, dangerous speed breaker without white zebra stripes riders getting hurt since yesterday. Very difficult situation.",Roads
huge pot hole on roadd please repaire urgently ward 193 since 2 days kindly fix,Roads
huge pot hole on roadd please repaire urgently in Siddhartha Nagar ward 100,Roads
plz help rad suface totly brokn vehicle geting damag on Bypass Road,Roads
spid braker iron rod exposd dangerous for bikes in Ramakrishna Puram ward 68,Roads
"Sir, huge pit on road no warning board kept very dangerous at night at Ward 1. Nobody is responding.",Roads
"In Shastri Nagar Ward 51, dangerous speed breaker without white zebra stripes riders getting hurt after last rain. Very difficult situation.",Roads
"Road caved in creating a 3-foot deep sinkhole close to bazaar circle, half the carriage width blocked dangerously.",Roads
Entire stretch is totally unmotorable please do tarring work from last 3 days at Ashok Pillar Crossing. High danger.,Roads
"Due to severe corrugation and uneven road surface on Bypass Road, Ward 112, it is buses and autos tilting dangerously.",Roads
"In Indira Gandhi Colony Ward 71, huge pit on road no warning board kept very dangerous at night since two weeks. Very difficult situation.",Roads
Recently road was laid now fully broken and stones coming out for past one week near Vikas Enclave main gate. High danger.,Roads
"Dear authority, collapsed retaining edge along road margin in Siddhartha Nagar, risk of road shoulder caving into adjacent ravine. Please send team as soon as possible.",Roads
"In Santosh Nagar Ward 49, auto drivers refusing to come because of pathetic road condition after last rain. Very difficult situation.",Roads
"Multiple deep potholes spanning the entire width of lane at Subhash Nagar Crossing, traffic forced to crawl at 5 km/h.",Roads
Road is fully damaged and full of big potholes since yesterday close to civil hospital gate. High danger.,Roads
"Recently road was laid now fully broken and stones coming out near Kuvempu Nagar main gate, please take action immediately.",Roads
urgent huge pot hole on roadd please repaire urgently Rajaji Sector 3 near railway level crossing,Roads
"Hello civic team, sharp stones and unrolled road ballast scattered across lane near Postal Layout main gate, hazardous for cyclists and pedestrians. Please send team as soon as possible.",Roads
It is brought to municipal notice that there is a asphalt layer completely peeled off leaving sharp stones right in front of Ward Office. This is damaging vehicle suspensions and tires. Kindly take remedial action.,Roads
urgent rad suface totly brokn vehicle geting damag Telecom Colony near overhead water tank,Roads
"Sir, recently road was laid now fully broken and stones coming out near junction roundabout. Nobody is responding.",Roads
rad suface totly brokn vehicle geting damag ward 45 since 2 days kindly fix,Roads
"Due to massive pothole filled with stagnant rainwater on Main Road, Ward 36, it is causing two-wheelers to slip and fall.",Roads
Recently road was laid now fully broken and stones coming out since two weeks on GIDC Road. High danger.,Roads
road cav in happend danger for citisens kindly fix in Tilak Road Extension ward 171,Roads
"Footpath pavers broken, dislodged and jutting out on 6th Cross Avenue, pedestrians and senior citizens tripping constantly.",Roads
"Due to collapsed retaining edge along road margin at Indira Circle, it is risk of road shoulder caving into adjacent ravine.",Roads
"Hello civic team, huge crater right in the middle of the road close to flyover landing, posing fatal risk to night motorists. Please send team as soon as possible.",Roads
Road is fully damaged and full of big potholes close to milk booth since two weeks.,Roads
"Respected sir, severely cracked asphalt web expanding across both lanes at the entry of Surya Nagar Ward 12, road surface breaking down rapidly. Please send team as soon as possible.",Roads
"Respected sir, road caved in creating a 3-foot deep sinkhole along 80 Feet Road, half the carriage width blocked dangerously. Please send team as soon as possible.",Roads
"Close to mosque corner, huge pit on road no warning board kept very dangerous at night. Kindly resolve.",Roads
Pothole depth is more than 1 foot any time major accident can happen near post office from last 3 days.,Roads
Entire stretch is totally unmotorable please do tarring work between Postal Layout and University Cross after last rain.,Roads
Sunken utility trench running across the entire roadway in Vivekananda Colony.,Roads
"Sir, worst road condition not even able to walk properly in Netaji Nagar. Nobody is responding.",Roads
"In Vikas Enclave Ward 112, dangerous speed breaker without white zebra stripes riders getting hurt since yesterday. Very difficult situation.",Roads
"Sunken utility trench running across the entire roadway behind Ward Office, causing sudden violent jerks to vehicles.",Roads
"Dangerous speed breaker without white zebra stripes riders getting hurt on 100 Feet Intermediate Road, Ward 120 since past 10 days.",Roads
"In Mahalakshmi Layout Ward 123, auto drivers refusing to come because of pathetic road condition since past 10 days. Very difficult situation.",Roads
